A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG
995,55,36,177,76,61,35,118,144,267,190,71,104,139,4,14,0,1,0,1,2,0,1,0,2,1,1,0,0,0,1,0,1
996,68,30,92,104,90,40,60,151,209,160,63,173,130,8,23,1,2,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0
997,80,30,141,83,78,37,42,159,160,62,92,181,77,6,22,0,2,1,3,1,0,1,1,0,1,2,1,1,2,1,1,0
998,21,40,163,86,72,37,47,185,263,85,33,111,135,7,17,0,2,0,1,2,1,0,0,0,0,0,2,1,0,1,1,0
999,18,22,149,66,100,40,109,144,202,135,60,136,131,6,20,0,2,0,2,0,0,0,0,0,2,2,1,1,4,1,1,0
1000,25,21,152,68,94,39,56,195,212,177,80,202,89,6,14,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1
1001,46,20,154,102,71,37,49,175,251,171,79,247,73,4,23,1,0,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0
1002,72,30,141,94,59,37,52,160,179,196,43,191,84,5,23,1,1,0,3,2,0,0,1,0,0,1,0,0,1,0,0,1
1003,20,34,179,117,56,39,51,187,241,167,37,90,125,10,23,0,2,2,0,0,1,0,0,0,2,0,2,1,0,1,1,0
1004,49,30,165,71,64,38,105,178,211,184,98,234,89,4,24,1,2,0,1,2,0,0,1,2,1,1,0,0,1,0,0,0
1005,27,21,103,80,95,38,113,142,197,64,37,215,93,10,15,0,1,0,2,2,0,0,1,0,1,0,2,1,0,1,1,1
1006,51,23,178,62,110,39,62,168,187,130,40,239,78,4,24,1,1,2,2,1,1,1,0,0,0,0,2,1,3,0,0,1
1007,72,28,161,74,110,35,104,193,199,95,58,90,90,8,21,1,0,2,2,1,0,1,0,0,1,2,1,1,4,1,1,0
1008,49,25,157,80,100,37,91,164,219,97,84,94,110,7,12,1,2,0,2,1,0,0,1,0,2,2,1,1,4,1,1,0
1009,67,40,117,69,87,37,100,166,228,115,68,175,82,6,21,0,2,2,0,1,0,0,0,1,1,0,2,1,3,0,0,0
1010,24,40,160,92,61,38,65,175,146,53,42,145,74,4,13,1,0,3,0,2,0,0,0,1,1,0,2,1,3,0,0,0
1011,25,28,99,105,115,39,54,191,248,52,93,193,133,10,24,1,0,3,2,0,0,0,0,2,2,0,2,1,3,0,0,0
1012,82,21,146,118,103,40,61,161,300,52,78,68,115,4,24,0,2,2,0,2,0,0,0,1,2,2,1,1,2,1,1,0
1013,74,15,155,111,88,40,104,177,138,118,48,86,140,9,18,0,1,0,0,2,1,0,1,2,2,2,1,1,4,1,1,1
1014,84,40,179,65,88,35,65,174,102,142,96,134,139,5,19,1,2,1,2,2,1,0,0,2,0,0,2,1,0,1,1,0
1015,76,39,139,61,79,39,60,140,243,77,81,238,128,5,12,1,1,0,1,2,0,1,0,0,0,0,2,1,3,0,0,1
1016,89,27,103,88,97,38,63,142,167,72,100,75,120,9,20,1,2,1,0,2,0,0,1,0,0,2,1,1,4,1,1,0
1017,71,34,105,114,80,38,55,163,253,79,49,143,85,7,17,0,2,3,1,1,0,1,0,0,2,0,2,1,0,1,1,0
1018,84,17,143,99,74,37,71,147,281,111,83,153,120,6,12,0,2,1,2,2,1,0,0,2,1,2,1,1,2,1,1,0
1019,68,34,132,92,117,36,55,187,112,136,34,241,111,4,15,0,2,2,2,2,0,0,1,0,2,2,1,1,2,1,1,0
1020,25,18,131,120,100,35,116,193,288,100,91,174,80,8,15,0,0,0,2,0,1,0,0,2,1,0,2,1,0,1,1,0
1021,51,40,170,63,62,35,81,178,119,90,46,190,137,9,18,0,2,0,3,2,0,0,0,0,0,1,0,0,0,1,0,0
1022,52,25,111,118,112,36,71,157,182,113,82,140,121,5,12,1,2,3,2,2,1,0,1,0,1,1,0,0,0,1,0,0
1023,49,16,157,63,91,40,89,180,126,92,66,136,79,4,24,1,2,1,1,1,0,1,0,2,0,0,2,1,0,1,1,0
1024,63,28,108,88,103,40,80,142,229,140,48,211,132,8,21,0,2,0,3,2,0,0,0,0,2,1,0,0,0,1,0,0
1025,33,26,155,96,116,40,63,157,109,107,39,172,105,4,20,0,1,2,0,0,1,0,0,0,1,2,1,1,4,1,1,1
1026,85,31,128,119,105,38,52,155,287,108,73,147,114,7,25,0,2,2,2,2,0,1,0,0,1,0,2,1,0,1,1,0
1027,54,26,162,119,68,39,114,171,188,111,78,72,75,9,12,0,0,0,0,2,1,0,0,0,0,2,1,1,2,1,1,0
1028,71,40,108,79,95,35,118,192,118,165,66,157,75,7,21,1,2,2,0,0,0,0,1,2,1,0,2,1,3,0,0,0
1029,31,26,105,100,64,36,49,140,242,160,87,197,135,8,14,1,2,1,2,2,1,0,1,2,1,2,1,1,4,1,1,0
1030,72,15,143,82,81,37,81,192,202,72,44,103,133,5,12,0,2,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0
1031,65,27,114,104,98,37,80,165,146,68,49,250,107,9,12,1,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0
1032,24,28,107,77,70,38,42,191,251,60,84,235,138,7,15,1,2,2,2,2,0,0,1,0,1,2,1,1,2,1,1,0
1033,24,38,112,108,114,35,94,187,115,109,42,108,130,5,13,1,0,0,0,2,0,1,0,0,2,2,1,1,4,1,1,0
1034,50,16,174,84,119,39,55,151,180,52,49,197,132,8,25,0,2,2,2,1,1,0,0,0,0,2,1,1,2,1,1,0
1035,40,26,100,60,76,35,83,177,287,193,72,88,140,9,20,0,1,2,1,0,0,0,0,2,1,2,1,1,4,1,1,1
1036,36,40,128,113,72,40,120,199,276,58,70,127,89,10,25,1,2,3,2,2,1,0,1,0,1,0,2,1,0,1,1,0
1037,36,35,157,74,96,37,69,160,231,90,77,140,133,8,12,0,2,2,0,1,0,0,0,0,1,2,1,1,4,1,1,0
1038,53,30,114,93,61,35,76,180,293,87,85,209,106,4,14,0,2,0,2,2,0,0,0,0,1,0,2,1,3,0,0,0
1039,46,18,152,107,115,37,99,192,276,118,97,218,105,8,13,0,2,1,2,0,0,0,1,0,0,0,2,1,3,0,0,0
1040,77,22,119,79,54,36,116,152,212,84,73,118,79,4,12,0,1,2,2,2,0,0,1,0,1,0,2,1,3,0,0,1
1041,19,16,134,113,58,36,63,195,258,176,76,117,103,5,22,1,2,1,0,2,1,0,1,2,2,2,1,1,2,1,1,0
1042,18,24,179,96,69,37,65,151,165,97,79,136,114,10,20,1,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0
1043,64,23,150,86,112,39,97,152,153,156,61,70,132,9,16,1,2,0,0,1,1,1,1,0,0,0,2,1,0,1,1,0
1044,86,37,140,81,120,39,48,157,101,57,83,201,82,10,22,0,2,2,0,1,0,0,1,0,2,2,1,1,4,1,1,0
1045,37,29,98,110,79,35,100,158,160,76,68,193,94,4,17,0,1,3,2,1,1,0,0,2,0,0,2,1,0,1,1,1
1046,28,27,165,64,65,37,58,158,114,58,87,81,113,9,19,0,2,1,1,2,0,1,1,0,1,1,0,0,1,0,0,0
1047,19,37,91,93,54,38,67,190,159,63,90,203,93,5,18,1,2,2,2,1,0,0,1,2,2,0,2,1,3,0,0,0
1048,84,31,94,98,78,39,46,145,211,200,48,52,138,7,24,0,0,0,1,2,0,0,1,0,0,2,1,1,2,1,1,0
1049,29,30,151,62,96,39,84,187,142,78,98,131,116,5,18,0,1,0,3,0,0,1,0,2,2,0,2,1,0,1,1,1
1050,37,16,158,76,71,40,102,146,192,75,51,170,119,10,20,0,2,1,2,2,0,1,1,0,1,1,0,0,0,1,0,0
1051,22,34,141,83,106,36,76,146,267,192,64,165,105,6,14,1,1,1,0,2,1,0,0,0,0,0,2,1,0,1,1,1
1052,54,34,175,83,84,39,55,167,129,164,39,184,102,4,21,1,0,2,0,0,1,0,0,0,0,0,2,1,0,1,1,0
1053,55,28,94,62,109,39,44,194,162,122,44,137,72,7,19,1,2,2,2,1,1,0,0,2,2,1,0,0,0,1,0,0
1054,26,17,148,104,119,40,68,167,123,130,31,193,100,5,17,0,2,0,1,2,0,0,0,0,1,0,2,1,3,0,0,0
1055,70,37,157,66,109,39,91,158,271,116,51,102,129,8,19,0,2,0,0,1,0,1,0,2,2,2,1,1,4,1,1,0
1056,61,26,98,84,107,40,62,155,113,193,41,53,98,10,15,1,0,0,1,2,1,1,0,0,2,1,0,0,0,1,0,0
1057,41,22,111,115,52,37,45,156,127,190,91,222,113,4,12,1,1,3,1,2,0,1,1,1,0,2,1,1,2,1,1,1
1058,47,16,116,62,83,37,75,161,241,139,74,81,114,5,22,1,2,2,2,1,0,0,0,2,0,2,1,1,2,1,1,0
1059,76,18,99,74,94,36,96,158,283,145,87,132,111,7,24,0,2,2,1,0,0,0,1,0,1,0,2,1,0,1,1,0
1060,31,28,169,88,99,35,72,187,207,167,49,151,90,9,14,0,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0
1061,26,30,150,109,51,40,88,168,133,111,80,107,101,10,21,0,2,0,2,2,0,0,0,2,2,0,2,1,3,0,0,0
1062,57,33,140,88,64,39,80,187,177,85,36,62,97,10,14,0,2,2,0,2,1,0,0,0,0,2,1,1,4,1,1,0
1063,83,16,99,69,86,35,119,158,111,173,53,199,116,8,24,1,2,2,2,2,1,0,0,0,1,1,0,0,1,0,0,0
1064,42,26,95,91,64,37,94,186,283,71,96,93,116,9,12,1,0,1,1,1,0,0,1,0,1,0,2,1,3,0,0,0
1065,90,28,151,82,109,39,65,174,160,154,99,221,86,4,25,1,0,1,2,2,0,0,0,2,2,0,2,1,0,1,1,0
1066,39,20,94,98,113,35,76,186,204,163,82,79,98,10,24,1,1,2,2,1,0,0,0,2,2,0,2,1,0,1,1,1
1067,21,27,159,68,101,40,116,164,288,159,63,200,117,7,25,0,2,2,1,0,0,0,0,1,2,1,0,0,0,1,0,0
1068,43,18,152,96,72,40,56,199,139,52,62,61,71,10,25,1,2,0,2,1,0,0,0,1,2,1,0,0,0,1,0,0
1069,75,36,145,111,86,35,71,187,247,146,52,63,102,8,16,1,2,2,2,1,1,0,0,2,2,0,2,1,3,0,0,0
1070,46,32,148,99,90,40,67,159,269,85,87,85,132,9,24,0,1,2,2,2,0,0,0,0,1,1,0,0,0,1,0,1
1071,54,26,152,73,106,38,64,176,106,59,97,94,137,6,23,1,2,2,1,2,0,1,1,2,1,2,1,1,2,1,1,0
1072,87,34,178,63,74,37,86,158,178,149,98,249,108,8,17,1,0,2,2,2,0,0,1,0,2,0,2,1,0,1,1,0
1073,35,36,148,79,86,36,61,181,220,70,69,73,74,9,20,0,1,0,2,1,0,0,0,2,2,1,0,0,0,1,0,1
1074,59,35,140,87,89,36,100,152,172,153,76,168,137,4,19,0,0,3,1,1,0,0,1,0,0,2,1,1,4,1,1,0
1075,58,33,139,73,95,38,83,186,167,164,72,180,121,6,15,1,1,0,2,2,0,0,0,0,2,0,2,1,3,0,0,1
1076,55,22,93,103,109,35,59,151,130,186,90,127,121,5,17,0,2,0,2,0,0,0,0,2,1,2,1,1,2,1,1,0
1077,51,21,137,93,68,40,89,188,169,161,71,228,98,6,14,0,2,2,0,1,0,0,0,0,2,0,2,1,0,1,1,0
1078,34,30,121,72,58,38,86,154,146,169,91,232,106,6,12,0,2,1,2,1,0,0,0,1,1,0,2,1,3,0,0,0
1079,54,33,140,90,118,38,86,199,278,128,96,87,77,6,20,0,0,2,2,1,0,1,0,2,2,0,2,1,0,1,1,0
1080,42,20,141,92,54,40,111,143,157,145,84,141,89,10,19,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1081,44,34,163,111,75,37,90,154,249,157,78,136,110,10,17,1,2,2,2,2,0,0,0,2,2,1,0,0,0,1,0,0
1082,74,35,123,98,68,40,94,156,123,168,78,69,139,8,14,1,2,0,2,0,0,0,0,2,1,1,0,0,0,1,0,0
1083,48,25,125,87,79,40,117,166,133,193,62,146,105,6,22,0,2,2,1,2,0,0,1,0,1,1,0,0,0,1,0,0
1084,23,19,159,84,97,39,78,150,162,77,57,51,101,6,16,0,1,0,2,0,1,0,1,1,0,0,2,1,3,0,0,1
1085,57,30,132,91,65,35,53,194,287,55,86,203,74,10,25,1,1,2,2,0,0,0,1,2,1,1,0,0,0,1,0,1
1086,29,21,105,68,120,36,108,162,246,110,70,51,89,5,25,0,2,1,2,2,0,0,0,1,2,0,2,1,3,0,0,0
1087,70,19,148,87,67,36,86,154,123,55,33,244,137,6,20,1,2,1,2,2,1,1,1,2,1,0,2,1,3,0,0,0
1088,88,25,142,117,105,38,60,191,163,171,49,91,91,9,18,0,2,0,3,2,1,0,1,1,1,1,0,0,0,1,0,0
1089,27,29,108,90,70,38,54,170,247,154,64,89,100,8,13,0,0,3,2,1,0,0,0,2,2,0,2,1,0,1,1,0
1090,62,17,178,76,80,38,120,192,215,111,82,186,110,7,17,1,1,2,1,2,1,0,1,2,1,0,2,1,3,0,0,1
1091,34,40,130,112,50,35,40,165,197,77,68,179,74,10,24,0,2,1,2,0,0,0,1,1,2,2,1,1,2,1,1,0
1092,43,19,170,82,52,38,119,146,126,129,82,205,79,7,20,0,0,3,1,0,0,1,1,2,1,0,2,1,0,1,1,0
1093,79,37,136,72,74,38,49,152,285,58,39,52,106,8,22,1,2,3,2,0,0,0,0,2,2,1,0,0,0,1,0,0
1094,63,35,143,114,57,39,62,193,143,64,94,65,125,8,22,0,2,2,0,0,1,0,1,0,2,0,2,1,0,1,1,0
1095,81,19,144,69,114,35,57,152,192,69,30,181,93,6,21,1,1,0,0,2,0,0,0,1,1,0,2,1,3,0,0,1
1096,19,23,108,75,111,37,97,191,164,109,82,72,85,8,12,1,0,1,2,1,0,0,0,0,1,2,1,1,2,1,1,0
1097,71,29,151,65,56,37,112,159,218,124,75,151,71,6,23,0,1,1,2,2,0,0,1,1,2,2,1,1,2,1,1,1
1098,82,17,148,107,56,40,116,173,273,143,55,126,84,4,16,0,2,1,3,2,1,0,0,2,0,0,2,1,3,0,0,0
1099,68,20,154,70,57,39,91,149,153,116,31,183,110,5,20,1,1,3,0,1,0,0,0,0,2,1,0,0,0,1,0,1
1100,70,31,157,117,68,36,85,189,219,51,57,104,132,5,23,0,2,0,2,2,0,1,0,0,2,2,1,1,2,1,1,0
1101,53,40,117,111,66,40,52,199,266,191,56,185,118,5,14,1,0,2,0,2,1,1,1,1,0,1,0,0,0,1,0,0
1102,43,35,107,62,60,37,56,191,106,93,57,122,95,10,14,0,2,3,1,2,0,0,1,0,1,0,2,1,0,1,1,0
1103,46,22,115,87,98,35,106,176,153,183,60,147,135,4,23,1,1,2,2,1,1,0,0,2,1,2,1,1,2,1,1,1
1104,38,35,108,120,60,36,100,191,142,185,76,130,98,5,23,0,2,2,0,0,1,0,0,0,1,2,1,1,4,1,1,0
1105,28,39,144,100,90,38,104,190,119,88,36,163,139,6,21,0,0,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0
1106,57,25,146,74,111,35,92,166,183,142,77,241,129,9,20,1,1,2,0,2,0,0,0,0,2,2,1,1,2,1,1,1
1107,28,20,95,119,101,36,44,173,252,93,55,116,134,7,14,1,2,0,2,1,0,1,0,2,1,2,1,1,4,1,1,0
1108,53,22,90,72,115,37,71,175,142,76,84,90,109,5,24,1,2,2,0,2,0,0,1,2,1,2,1,1,4,1,1,0
1109,76,24,97,101,117,40,84,155,300,65,36,89,80,10,22,0,0,2,2,1,1,0,0,2,2,2,1,1,4,1,1,0
1110,56,38,140,111,116,38,95,198,226,88,86,152,121,5,20,1,2,1,0,2,0,0,0,0,2,1,0,0,0,1,0,0
1111,71,17,174,115,89,38,44,160,254,178,87,204,133,6,23,0,1,2,2,0,1,0,0,2,2,1,0,0,0,1,0,1
1112,72,37,177,104,54,35,115,155,252,82,30,88,72,9,21,1,2,0,2,0,1,1,0,2,2,1,0,0,1,0,0,0
1113,41,28,114,76,71,40,73,156,135,99,58,102,80,6,14,1,1,2,0,2,0,0,0,0,1,2,1,1,2,1,1,1
1114,39,37,136,66,86,38,100,154,165,152,51,89,97,5,19,0,2,2,2,2,0,0,0,0,1,1,0,0,0,1,0,0
1115,86,28,144,87,60,36,119,152,220,76,69,101,131,8,21,0,1,2,3,2,1,0,0,0,1,1,0,0,1,0,0,1
1116,73,24,153,97,93,39,101,172,108,173,91,86,117,4,23,0,1,2,1,1,0,0,0,0,1,0,2,1,3,0,0,1
1117,50,26,172,72,102,37,108,193,182,135,43,116,97,10,25,0,2,0,1,2,0,0,0,0,0,2,1,1,2,1,1,0
1118,53,20,99,119,110,35,102,144,178,196,31,196,115,7,20,0,0,2,2,2,0,0,0,2,1,2,1,1,4,1,1,0
1119,37,26,145,76,116,40,83,166,280,77,64,211,133,7,14,1,2,2,1,1,0,0,1,2,1,0,2,1,0,1,1,0
1120,79,37,101,74,62,39,67,191,120,200,100,134,124,10,12,1,1,0,0,2,0,0,1,0,2,2,1,1,4,1,1,1
1121,90,28,122,95,60,39,109,140,277,113,96,115,71,4,24,1,2,1,0,1,0,0,1,0,2,1,0,0,0,1,0,0
1122,43,16,160,87,60,35,52,183,115,98,51,187,85,10,20,0,1,2,0,2,0,0,1,2,0,0,2,1,0,1,1,1
1123,83,23,106,74,56,36,82,169,293,197,47,101,80,5,18,1,2,2,2,1,0,0,0,2,0,0,2,1,3,0,0,0
1124,90,24,150,105,66,40,69,162,125,160,75,219,72,5,17,0,2,2,1,2,1,0,0,2,0,0,2,1,0,1,1,0
1125,90,40,99,112,97,37,65,154,271,177,92,237,124,5,23,0,2,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0
1126,57,31,120,70,63,35,120,175,128,58,65,51,111,5,15,0,0,2,0,2,0,0,1,0,2,0,2,1,3,0,0,0
1127,34,31,149,115,112,40,102,158,197,72,75,178,98,5,16,1,0,2,0,1,1,0,0,0,1,0,2,1,0,1,1,0
1128,18,17,159,90,113,39,112,169,273,184,66,227,138,9,18,1,2,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0
1129,78,33,106,63,114,39,96,155,170,109,47,213,100,7,20,1,0,0,0,1,1,0,1,2,1,0,2,1,0,1,1,0
1130,60,15,139,94,83,35,103,194,276,110,72,146,94,5,17,1,2,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0
1131,59,26,126,93,58,40,119,157,242,124,58,71,75,6,23,1,2,2,0,1,1,1,1,1,1,1,0,0,0,1,0,0
1132,42,21,171,111,86,39,88,165,116,149,47,162,129,8,15,1,0,2,0,2,0,0,0,2,1,0,2,1,3,0,0,0
1133,56,18,151,86,79,35,91,156,236,103,44,131,136,5,23,0,0,0,2,2,0,0,0,0,0,0,2,1,3,0,0,0
1134,52,24,179,69,90,35,102,150,131,80,88,213,91,9,15,0,0,1,0,1,0,0,1,0,1,0,2,1,0,1,1,0
1135,20,27,169,89,94,37,52,191,165,77,57,170,110,6,21,0,2,2,3,2,0,0,1,0,0,1,0,0,1,0,0,0
1136,61,16,161,104,96,35,84,184,158,139,82,52,122,7,14,1,2,0,2,2,0,0,1,0,2,1,0,0,0,1,0,0
1137,68,24,177,79,56,40,85,195,259,55,44,221,129,6,13,0,0,0,2,1,0,0,1,2,1,1,0,0,0,1,0,0
1138,29,35,166,88,63,40,116,168,210,83,72,167,108,4,15,0,2,2,2,2,0,0,1,0,2,0,2,1,3,0,0,0
1139,36,36,118,117,97,39,80,193,270,141,62,193,124,4,17,0,2,2,2,1,1,1,0,2,2,2,1,1,2,1,1,0
1140,61,39,121,112,55,38,85,148,182,157,31,188,99,6,12,0,2,2,3,1,0,0,1,0,2,2,1,1,2,1,1,0
1141,76,18,177,88,83,37,40,188,209,58,88,59,140,5,13,0,2,2,2,2,1,0,0,1,2,0,2,1,3,0,0,0
1142,66,32,169,82,95,40,112,156,158,142,37,228,71,5,19,1,1,2,0,2,0,0,0,0,1,0,2,1,3,0,0,1
1143,78,19,100,116,108,39,107,166,129,147,62,219,77,9,24,0,2,2,0,1,1,0,1,0,1,0,2,1,3,0,0,0
1144,34,33,95,109,119,39,51,176,110,61,64,74,132,5,14,0,0,2,0,2,1,0,0,2,0,0,2,1,0,1,1,0
1145,74,16,124,80,57,37,112,161,218,65,47,169,128,9,12,1,2,2,2,2,0,0,1,0,2,2,1,1,4,1,1,0
1146,72,26,122,107,73,37,74,147,253,120,50,55,97,6,13,1,2,2,2,2,0,0,0,0,1,1,0,0,1,0,0,0
1147,64,31,107,102,116,39,72,142,193,184,93,159,107,4,14,1,2,3,2,2,0,0,0,0,2,0,2,1,3,0,0,0
1148,29,24,126,69,53,38,97,177,101,52,57,221,87,4,25,0,1,0,2,0,0,1,0,1,0,0,2,1,0,1,1,1
1149,79,16,102,100,50,36,74,174,261,197,74,57,131,7,13,0,1,0,2,2,0,0,0,0,1,1,0,0,1,0,0,1
1150,25,20,163,71,83,39,85,171,268,54,49,211,92,10,24,0,2,2,2,1,0,0,1,0,0,2,1,1,4,1,1,0
1151,38,22,179,89,58,37,105,147,130,87,33,90,134,9,15,0,1,2,2,1,1,1,0,1,2,0,2,1,3,0,0,1
1152,87,33,170,120,112,35,83,183,162,128,65,159,109,10,24,1,2,2,2,2,1,0,1,2,2,0,2,1,0,1,1,0
1153,89,25,153,110,59,35,65,198,282,148,81,50,129,4,15,0,0,2,2,2,0,0,0,2,2,0,2,1,3,0,0,0
1154,42,39,90,92,59,37,81,166,216,200,68,180,74,4,22,1,2,1,0,1,0,0,1,0,2,1,0,0,0,1,0,0
1155,29,26,152,77,99,37,116,171,288,51,100,101,87,8,21,1,0,3,1,1,0,0,1,0,0,2,1,1,4,1,1,0
1156,32,23,178,73,93,36,69,175,226,149,41,151,107,4,13,0,2,0,1,2,1,1,0,2,2,0,2,1,0,1,1,0
1157,76,16,123,81,97,40,71,173,135,198,84,126,98,6,24,0,2,3,0,2,0,0,0,2,2,2,1,1,4,1,1,0
1158,43,22,99,80,55,37,75,199,139,191,77,220,95,9,12,0,2,2,2,2,1,0,0,0,1,0,2,1,3,0,0,0
1159,43,40,173,60,73,35,58,164,122,188,38,96,129,5,14,1,1,0,0,2,0,0,1,1,1,1,0,0,0,1,0,1
1160,64,25,96,108,107,38,61,170,253,181,41,163,105,6,25,1,0,2,2,2,0,0,1,0,2,1,0,0,1,0,0,0
1161,49,35,145,102,113,37,104,181,117,96,98,132,98,9,15,0,1,0,2,2,1,0,0,1,1,0,2,1,3,0,0,1
1162,27,18,169,111,105,36,96,186,178,165,86,68,100,5,22,1,1,0,2,2,0,0,1,0,1,1,0,0,1,0,0,1
1163,33,24,126,119,61,38,50,152,133,143,57,119,132,5,17,1,0,0,2,0,0,0,0,2,0,0,2,1,0,1,1,0
1164,88,35,118,74,84,36,65,195,255,149,46,96,82,7,16,1,0,0,2,1,0,0,0,2,2,2,1,1,4,1,1,0
1165,34,34,101,95,120,38,87,154,206,69,51,166,140,9,25,1,0,2,3,2,0,0,0,0,1,1,0,0,0,1,0,0
1166,40,30,106,106,55,37,58,193,148,65,64,127,109,4,13,1,1,1,1,2,1,0,0,0,1,1,0,0,0,1,0,1
1167,43,22,137,113,114,35,51,190,291,185,88,54,139,7,15,1,1,3,2,2,0,0,1,0,0,1,0,0,0,1,0,1
1168,24,18,173,81,109,38,106,189,298,198,48,113,71,5,23,0,2,1,0,1,0,0,0,0,2,2,1,1,2,1,1,0
1169,31,24,115,91,117,39,95,152,290,113,79,156,77,10,17,1,2,2,0,2,0,0,0,0,2,2,1,1,4,1,1,0
1170,24,26,172,117,78,40,57,191,161,153,55,222,112,8,23,1,1,3,2,1,0,1,1,1,1,0,2,1,3,0,0,1
1171,26,28,101,105,87,36,44,191,141,182,89,241,118,8,15,0,1,0,0,2,1,0,0,0,1,0,2,1,3,0,0,1
1172,65,30,110,113,71,38,63,172,123,87,73,222,91,10,22,1,2,0,3,0,1,0,0,2,1,2,1,1,2,1,1,0
1173,89,36,131,92,57,36,117,170,262,68,85,85,104,9,22,1,2,1,1,2,0,0,1,0,1,0,2,1,3,0,0,0
1174,76,32,150,117,112,35,77,164,282,123,72,186,88,7,25,1,1,2,1,0,1,0,1,0,2,2,1,1,2,1,1,1
1175,56,35,147,100,62,36,106,187,276,190,52,200,73,7,18,1,0,2,0,2,1,0,1,2,1,2,1,1,2,1,1,0
1176,35,36,143,118,76,36,109,197,176,186,51,209,88,4,24,1,2,1,1,2,0,0,0,0,2,2,1,1,4,1,1,0
1177,76,35,123,98,67,39,115,179,194,66,76,222,89,7,17,0,0,0,3,0,1,0,1,0,1,1,0,0,1,0,0,0
1178,34,26,96,82,67,36,91,162,286,144,84,205,73,10,17,1,0,2,2,0,1,0,1,0,1,2,1,1,4,1,1,0
1179,31,32,124,102,111,38,114,177,182,94,40,229,118,7,21,1,2,2,0,2,1,0,0,0,0,1,0,0,1,0,0,0
1180,48,21,104,114,63,36,78,142,192,137,84,60,95,6,25,1,2,0,1,2,0,1,1,0,2,0,2,1,0,1,1,0
1181,41,34,154,61,60,37,98,191,121,91,55,196,72,7,25,1,2,2,2,1,0,0,0,0,2,1,0,0,0,1,0,0
1182,77,38,179,61,66,36,65,155,204,100,30,113,121,9,13,1,0,3,0,2,1,0,0,0,1,0,2,1,0,1,1,0
1183,62,37,114,97,100,37,104,141,184,162,91,114,105,7,22,1,1,0,3,2,0,0,0,0,2,1,0,0,0,1,0,1
1184,20,21,148,114,63,40,119,162,160,182,50,122,110,9,24,0,2,0,2,2,1,0,1,0,1,0,2,1,0,1,1,0
1185,54,23,168,110,106,36,87,173,257,57,37,106,139,10,18,1,2,2,3,1,1,0,0,0,2,0,2,1,0,1,1,0
1186,60,15,175,88,55,40,92,169,168,86,49,115,120,9,20,0,2,2,2,0,1,0,0,2,1,1,0,0,1,0,0,0
1187,57,40,95,111,106,36,48,186,287,96,74,181,85,6,17,0,0,3,2,2,1,0,0,0,1,0,2,1,0,1,1,0
1188,72,20,141,105,53,38,44,149,105,149,94,206,116,5,19,0,0,3,2,2,1,0,1,2,1,2,1,1,2,1,1,0
1189,56,20,168,119,60,37,111,140,184,138,89,53,115,9,17,0,1,0,3,1,0,0,0,0,2,0,2,1,0,1,1,1
1190,32,36,177,62,60,40,100,161,213,182,96,173,124,10,17,0,2,2,0,0,0,0,0,1,2,0,2,1,0,1,1,0
1191,21,26,110,98,57,40,60,191,238,135,85,178,108,10,15,1,2,2,2,2,0,0,0,0,1,1,0,0,0,1,0,0
1192,42,36,160,66,108,37,102,186,123,74,60,141,75,5,17,1,0,0,1,0,1,0,1,0,0,0,2,1,3,0,0,0
1193,30,26,121,95,70,39,59,195,178,175,51,67,130,6,21,1,2,0,2,1,0,0,0,0,1,0,2,1,3,0,0,0
1194,50,24,142,88,114,36,97,172,209,165,91,190,78,4,15,0,0,2,0,1,0,0,0,0,2,0,2,1,3,0,0,0
1195,33,37,148,114,73,36,84,164,203,169,85,119,80,7,21,1,2,1,2,2,1,0,0,0,1,2,1,1,4,1,1,0
1196,59,40,158,96,79,38,61,161,150,79,37,226,134,9,17,0,2,2,2,0,1,0,0,0,1,0,2,1,0,1,1,0
1197,83,20,151,108,106,39,116,155,118,97,91,224,128,4,12,1,2,0,0,2,0,0,1,0,2,0,2,1,0,1,1,0
1198,72,31,93,117,66,39,114,169,277,143,53,152,139,8,18,0,1,2,1,2,0,0,1,0,1,2,1,1,4,1,1,1
1199,59,33,175,95,108,38,102,157,230,104,51,135,76,4,25,1,0,1,0,2,0,1,0,2,2,2,1,1,2,1,1,0
1200,51,32,107,82,80,40,69,163,230,95,44,79,130,10,13,0,1,2,1,1,1,0,0,2,2,2,1,1,4,1,1,1
1201,47,20,170,104,113,37,102,144,227,80,57,204,126,7,17,0,0,1,2,2,0,0,0,1,2,2,1,1,2,1,1,0
